DEWP,TEMP,PRES,cbwd_embed,Iws,Is,Ir,pm2.5
2,25.0,1007.0,0,1.79,0,0,16.0
3,26.0,1006.0,0,3.58,0,0,20.0
4,26.0,1006.0,3,4.02,0,0,29.0
3,26.0,1006.0,3,7.15,0,0,45.0
4,25.0,1006.0,3,8.94,0,0,46.0
4,24.0,1007.0,3,12.07,0,0,48.0
3,23.0,1007.0,3,16.99,0,0,47.0
4,21.0,1008.0,3,20.12,0,0,39.0
5,20.0,1009.0,3,23.25,0,0,53.0
5,18.0,1010.0,3,25.04,0,0,55.0
5,19.0,1011.0,3,29.06,0,0,50.0
7,16.0,1012.0,3,33.08,0,0,69.0
7,15.0,1012.0,3,37.1,0,0,80.0
7,15.0,1012.0,3,38.89,0,0,88.0
6,14.0,1012.0,3,40.68,0,0,62.0
6,14.0,1012.0,0,0.89,0,0,54.0
6,14.0,1013.0,3,0.89,0,0,66.0
6,14.0,1013.0,3,1.78,0,0,64.0
7,15.0,1013.0,3,2.67,0,0,79.0
7,18.0,1013.0,3,5.8,0,0,82.0
6,19.0,1013.0,3,7.59,0,0,80.0
6,21.0,1012.0,3,9.38,0,0,63.0
5,22.0,1011.0,3,13.4,0,0,54.0
7,20.0,1010.0,3,17.42,0,0,59.0
5,20.0,1010.0,3,22.34,0,0,53.0
6,20.0,1009.0,3,25.47,0,1,39.0
9,15.0,1009.0,3,29.49,0,2,40.0
11,14.0,1009.0,3,31.28,0,3,42.0
11,13.0,1008.0,0,0.89,0,4,46.0
11,13.0,1008.0,2,4.92,0,5,44.0
11,13.0,1008.0,2,8.05,0,6,41.0
12,12.0,1007.0,1,1.79,0,7,58.0
12,12.0,1007.0,0,0.89,0,8,63.0
12,12.0,1007.0,0,1.78,0,9,65.0
12,13.0,1007.0,1,1.79,0,0,61.0
12,13.0,1006.0,0,0.89,0,0,76.0
12,13.0,1005.0,2,0.89,0,0,78.0
11,12.0,1003.0,2,2.68,0,0,74.0
12,12.0,1004.0,2,4.47,0,0,78.0
11,12.0,1004.0,2,5.36,0,0,83.0
11,12.0,1005.0,2,7.15,0,0,79.0
12,13.0,1005.0,2,8.94,0,0,88.0
12,13.0,1005.0,2,10.73,0,0,82.0
13,15.0,1006.0,2,14.75,0,0,84.0
13,17.0,1006.0,2,16.54,0,0,94.0
13,21.0,1006.0,2,18.33,0,0,75.0
12,24.0,1006.0,2,21.46,0,0,40.0
9,24.0,1006.0,3,1.79,0,0,33.0
9,25.0,1005.0,0,1.79,0,0,38.0
7,25.0,1005.0,3,1.79,0,0,22.0
9,24.0,1005.0,0,0.89,0,0,19.0
4,25.0,1006.0,2,3.13,0,0,23.0
2,24.0,1006.0,2,10.28,0,0,18.0
-1,23.0,1007.0,2,15.2,0,1,20.0
1,23.0,1007.0,2,21.01,0,2,20.0
0,22.0,1008.0,2,25.03,0,0,25.0
1,21.0,1009.0,2,29.95,0,0,35.0
3,21.0,1009.0,2,33.97,0,0,28.0
3,20.0,1009.0,2,37.99,0,0,28.0
3,19.0,1009.0,2,42.91,0,0,31.0
3,20.0,1009.0,2,46.93,0,0,26.0
4,18.0,1009.0,2,48.72,0,0,22.0
9,15.0,1008.0,0,0.89,0,0,16.0
7,15.0,1008.0,0,1.78,0,0,20.0
5,12.0,1009.0,2,1.79,0,0,24.0
7,14.0,1009.0,2,4.92,0,0,33.0
7,16.0,1010.0,2,8.05,0,0,32.0
5,19.0,1009.0,2,12.07,0,0,44.0
4,21.0,1009.0,2,15.2,0,0,76.0
4,23.0,1009.0,1,3.13,0,0,27.0
0,25.0,1009.0,0,0.89,0,0,24.0
3,26.0,1008.0,3,1.79,0,0,21.0
4,26.0,1008.0,3,5.81,0,0,28.0
4,26.0,1007.0,3,8.94,0,0,32.0
6,26.0,1006.0,3,12.07,0,0,70.0
5,26.0,1006.0,3,15.2,0,0,41.0
6,26.0,1006.0,3,19.22,0,0,29.0
7,24.0,1006.0,3,24.14,0,0,23.0
7,22.0,1006.0,3,29.06,0,0,24.0
9,21.0,1006.0,3,33.08,0,0,27.0
11,19.0,1007.0,3,36.21,0,0,35.0
13,18.0,1007.0,3,39.34,0,0,46.0
13,17.0,1007.0,3,42.47,0,0,56.0
13,16.0,1006.0,3,45.6,0,0,80.0
13,15.0,1006.0,3,48.73,0,0,83.0
12,15.0,1006.0,3,50.52,0,0,86.0
12,13.0,1006.0,3,51.41,0,0,92.0
12,13.0,1006.0,3,52.3,0,0,98.0
11,12.0,1006.0,0,0.89,0,0,98.0
12,13.0,1007.0,1,1.79,0,0,104.0
14,15.0,1007.0,0,0.89,0,0,106.0
14,18.0,1007.0,0,1.78,0,0,111.0
14,19.0,1006.0,1,1.79,0,0,117.0
14,22.0,1006.0,0,0.89,0,0,102.0
14,25.0,1006.0,0,2.68,0,0,99.0
7,27.0,1006.0,2,3.13,0,0,184.0
-2,29.0,1005.0,2,12.07,0,0,202.0
-2,29.0,1004.0,2,21.9,0,0,165.0
-2,29.0,1004.0,2,30.84,0,0,159.0
-4,28.0,1004.0,2,39.78,0,0,183.0
-5,28.0,1004.0,2,49.61,0,0,118.0
-6,26.0,1005.0,2,58.55,0,0,61.0
-8,24.0,1006.0,2,66.6,0,0,33.0
-10,23.0,1007.0,2,77.78,0,0,44.0
-12,22.0,1009.0,2,86.72,0,0,60.0
-12,21.0,1010.0,2,95.66,0,0,56.0
-12,20.0,1010.0,2,105.49,0,0,68.0
-12,19.0,1010.0,2,115.32,0,0,51.0
-12,18.0,1010.0,2,120.24,0,0,75.0
-13,16.0,1010.0,2,127.39,0,0,72.0
-14,16.0,1010.0,2,133.2,0,0,77.0
-13,15.0,1010.0,2,138.12,0,0,72.0
-12,14.0,1010.0,2,141.25,0,0,69.0
-10,14.0,1010.0,2,145.27,0,0,63.0
-9,16.0,1009.0,2,150.19,0,0,63.0
-11,18.0,1009.0,2,160.02,0,0,60.0
-11,18.0,1009.0,2,172.09,0,0,56.0
-7,18.0,1009.0,2,181.03,0,0,35.0
-4,18.0,1010.0,2,190.86,0,0,24.0
-2,20.0,1010.0,2,199.8,0,0,22.0
-1,21.0,1009.0,2,207.85,0,0,17.0
0,22.0,1009.0,2,216.79,0,0,12.0
1,23.0,1009.0,2,224.84,0,0,12.0
1,24.0,1008.0,2,233.78,0,0,11.0
-2,24.0,1007.0,2,243.61,0,0,63.0
-2,23.0,1008.0,2,254.79,0,0,32.0
-2,22.0,1009.0,2,260.6,0,0,34.0
-3,22.0,1009.0,2,268.65,0,0,32.0
-2,21.0,1010.0,2,273.57,0,0,24.0
0,16.0,1010.0,2,276.7,0,0,16.0
-2,20.0,1010.0,2,281.62,0,0,29.0
-2,19.0,1010.0,2,286.54,0,0,27.0
-2,19.0,1010.0,2,291.46,0,0,22.0
-2,18.0,1010.0,2,296.38,0,0,20.0
-3,18.0,1009.0,2,300.4,0,0,18.0
-5,18.0,1009.0,2,304.42,0,0,24.0
-4,17.0,1010.0,0,3.13,0,0,18.0
2,15.0,1010.0,0,3.58,0,0,29.0
1,19.0,1010.0,0,4.47,0,0,20.0
-3,22.0,1010.0,2,8.05,0,0,28.0
-3,23.0,1010.0,2,17.88,0,0,28.0
-3,24.0,1010.0,2,30.84,0,0,27.0
-4,25.0,1010.0,2,46.04,0,0,27.0
-4,26.0,1009.0,2,59.9,0,0,27.0
-4,26.0,1009.0,2,75.1,0,0,31.0
-4,26.0,1008.0,2,87.17,0,0,28.0
-4,26.0,1008.0,2,100.13,0,0,25.0
-5,26.0,1008.0,2,112.2,0,0,24.0
-5,25.0,1009.0,2,124.27,0,0,32.0
-6,24.0,1009.0,2,134.1,0,0,31.0
-7,24.0,1009.0,2,143.93,0,0,35.0
-6,23.0,1011.0,2,151.98,0,0,70.0
-6,22.0,1012.0,2,156.9,0,0,40.0
-7,22.0,1012.0,2,161.82,0,0,72.0
-5,21.0,1012.0,2,164.95,0,0,59.0
-6,21.0,1012.0,2,168.97,0,0,44.0
-6,21.0,1012.0,2,174.78,0,0,27.0
-7,21.0,1011.0,2,179.7,0,0,31.0
0,17.0,1011.0,0,0.89,0,0,29.0
-7,21.0,1010.0,2,7.15,0,0,25.0
-6,19.0,1010.0,2,11.17,0,0,22.0
-4,20.0,1010.0,2,12.96,0,0,21.0
-2,22.0,1010.0,3,4.02,0,0,27.0
0,24.0,1010.0,3,7.15,0,0,32.0
-2,27.0,1010.0,3,12.07,0,0,26.0
-3,27.0,1010.0,2,5.81,0,0,30.0
-4,29.0,1009.0,2,13.86,0,0,25.0
-4,30.0,1008.0,2,22.8,0,0,26.0
-4,31.0,1007.0,2,30.85,0,0,20.0
-4,30.0,1006.0,2,40.68,0,0,16.0
-4,31.0,1005.0,3,4.92,0,0,18.0
-1,29.0,1004.0,3,12.97,0,0,22.0
-1,28.0,1004.0,3,21.02,0,0,27.0
0,27.0,1004.0,3,29.07,0,0,40.0
0,26.0,1004.0,3,38.01,0,0,29.0
2,25.0,1004.0,3,45.16,0,0,58.0
2,24.0,1005.0,3,52.31,0,0,50.0
2,23.0,1004.0,3,59.46,0,0,39.0
2,23.0,1004.0,3,65.27,0,0,46.0
4,19.0,1004.0,0,0.89,0,0,53.0
5,16.0,1005.0,0,1.78,0,0,55.0
4,17.0,1006.0,2,0.89,0,0,50.0
6,13.0,1006.0,0,0.89,0,0,58.0
5,13.0,1006.0,0,1.78,0,0,63.0
3,14.0,1008.0,2,3.13,0,0,58.0
-1,20.0,1009.0,1,4.92,0,0,34.0
-3,21.0,1010.0,1,10.73,0,0,18.0
-1,22.0,1011.0,1,16.54,0,0,16.0
-2,23.0,1012.0,1,22.35,0,0,16.0
-4,23.0,1012.0,1,28.16,0,0,15.0
-3,25.0,1012.0,1,32.18,0,0,83.0
-4,25.0,1012.0,1,36.2,0,0,21.0
-3,26.0,1011.0,0,3.13,0,0,16.0
-3,27.0,1011.0,0,4.02,0,0,8.0
-1,25.0,1011.0,1,1.79,0,0,18.0
-1,25.0,1011.0,3,3.13,0,0,27.0
0,25.0,1011.0,3,4.92,0,0,48.0
3,24.0,1011.0,3,9.84,0,0,57.0
1,22.0,1012.0,3,17.89,0,0,50.0
1,20.0,1013.0,3,21.02,0,0,45.0
2,19.0,1015.0,3,24.15,0,0,44.0
3,16.0,1015.0,3,28.17,0,0,40.0
2,15.0,1016.0,3,31.3,0,0,53.0
2,13.0,1017.0,3,33.09,0,0,68.0
2,11.0,1017.0,1,0.89,0,0,42.0
4,11.0,1017.0,3,0.89,0,0,37.0
3,10.0,1017.0,1,1.79,0,0,37.0
3,10.0,1016.0,0,0.89,0,0,43.0
4,9.0,1016.0,0,1.78,0,0,40.0
5,10.0,1016.0,2,3.13,0,0,55.0
4,15.0,1016.0,2,4.92,0,0,65.0
4,17.0,1016.0,2,6.71,0,0,66.0
3,19.0,1016.0,0,0.89,0,0,64.0
4,21.0,1015.0,3,1.79,0,0,71.0
5,24.0,1014.0,3,3.58,0,0,69.0
4,27.0,1013.0,0,3.13,0,0,75.0
1,28.0,1012.0,3,4.02,0,0,156.0
1,29.0,1010.0,3,9.83,0,0,70.0
0,30.0,1009.0,3,15.64,0,0,24.0
-1,29.0,1008.0,3,22.79,0,0,19.0
-1,28.0,1008.0,3,29.94,0,0,24.0
1,26.0,1008.0,3,34.86,0,0,40.0
-1,25.0,1008.0,3,40.67,0,0,35.0
1,22.0,1008.0,3,44.69,0,0,45.0
2,21.0,1008.0,3,47.82,0,0,41.0
3,22.0,1007.0,3,52.74,0,0,40.0
4,20.0,1006.0,3,56.76,0,0,42.0
4,19.0,1006.0,3,60.78,0,0,45.0
3,18.0,1005.0,3,63.91,0,0,52.0
4,17.0,1004.0,3,67.04,0,0,57.0
5,16.0,1003.0,0,0.89,0,0,62.0
7,15.0,1002.0,3,1.79,0,0,80.0
8,16.0,1002.0,3,3.58,0,0,134.0
10,16.0,1002.0,0,0.89,0,0,107.0
10,17.0,1001.0,3,1.79,0,0,105.0
11,19.0,1001.0,3,4.92,0,0,140.0
12,21.0,1000.0,3,6.71,0,0,147.0
13,22.0,1000.0,3,9.84,0,0,153.0
13,24.0,999.0,3,12.97,0,0,138.0
14,24.0,998.0,3,16.1,0,0,149.0
14,24.0,998.0,3,20.12,0,0,160.0
15,24.0,997.0,3,23.25,0,0,159.0
16,25.0,997.0,3,25.04,0,0,158.0
16,25.0,996.0,3,28.17,0,0,155.0
16,25.0,996.0,3,29.96,0,0,174.0
16,24.0,996.0,0,0.89,0,0,184.0
16,23.0,997.0,0,1.78,0,0,206.0
16,21.0,997.0,2,1.79,0,0,217.0
16,21.0,997.0,2,3.58,0,0,236.0
16,20.0,997.0,3,1.79,0,0,237.0
16,21.0,997.0,2,3.13,0,0,250.0
15,19.0,997.0,0,0.89,0,0,264.0
16,19.0,997.0,3,1.79,0,0,251.0
14,20.0,997.0,3,3.58,0,0,255.0
14,19.0,997.0,3,5.37,0,0,206.0
14,17.0,997.0,0,0.89,0,0,204.0
14,18.0,998.0,0,1.78,0,0,213.0
15,17.0,998.0,0,2.67,0,0,219.0
14,19.0,998.0,3,1.79,0,0,227.0
15,21.0,998.0,3,4.92,0,0,212.0
15,22.0,999.0,3,6.71,0,0,205.0
15,24.0,999.0,0,0.89,0,0,209.0
16,25.0,998.0,3,3.13,0,0,215.0
16,26.0,998.0,3,6.26,0,0,217.0
16,26.0,998.0,0,0.89,0,0,237.0
18,27.0,997.0,3,3.13,0,0,226.0
17,28.0,997.0,3,4.92,0,0,236.0
17,27.0,997.0,3,6.71,0,0,221.0
17,26.0,998.0,3,8.5,0,0,222.0
9,27.0,999.0,2,9.83,0,0,205.0
9,26.0,1000.0,2,16.98,0,0,75.0
8,24.0,1002.0,2,26.81,0,0,32.0
8,23.0,1004.0,2,36.64,0,0,27.0
5,22.0,1005.0,2,46.47,0,0,23.0
5,20.0,1006.0,2,56.3,0,0,19.0
5,20.0,1007.0,2,62.11,0,0,7.0
6,18.0,1008.0,2,67.03,0,0,6.0
6,18.0,1009.0,2,71.95,0,0,7.0
6,15.0,1010.0,2,76.87,0,0,6.0
4,17.0,1011.0,2,84.92,0,0,6.0
3,17.0,1011.0,2,93.86,0,0,5.0
2,17.0,1012.0,2,98.78,0,0,6.0
1,18.0,1013.0,2,104.59,0,0,10.0
1,19.0,1013.0,2,110.4,0,0,11.0
1,21.0,1013.0,2,116.21,0,0,11.0
0,21.0,1012.0,1,7.15,0,0,8.0
1,22.0,1012.0,1,11.17,0,0,7.0
1,23.0,1012.0,3,1.79,0,0,9.0
2,24.0,1010.0,0,1.79,0,0,13.0
3,26.0,1010.0,0,3.58,0,0,14.0
5,25.0,1009.0,3,4.02,0,0,16.0
5,24.0,1008.0,3,8.04,0,0,15.0
5,24.0,1008.0,3,13.85,0,0,19.0
5,23.0,1009.0,3,17.87,0,1,11.0
5,22.0,1010.0,3,25.02,0,2,15.0
7,21.0,1010.0,3,26.81,0,0,20.0
7,20.0,1010.0,3,32.62,0,0,29.0
6,20.0,1010.0,3,37.54,0,0,27.0
6,19.0,1010.0,3,41.56,0,0,27.0
6,19.0,1010.0,3,44.69,0,0,28.0
7,20.0,1011.0,2,3.13,0,0,33.0
8,20.0,1011.0,2,8.05,0,0,35.0
7,17.0,1012.0,2,11.18,0,0,26.0
-4,19.0,1012.0,2,19.23,0,0,20.0
-6,18.0,1013.0,2,27.28,0,0,23.0
-7,17.0,1013.0,2,36.22,0,0,46.0
-7,17.0,1014.0,2,46.05,0,0,17.0
-6,17.0,1015.0,2,59.91,0,0,14.0
-5,16.0,1016.0,2,67.96,0,0,18.0
-5,16.0,1016.0,2,75.11,0,0,16.0
-4,17.0,1016.0,2,82.26,0,0,10.0
-4,18.0,1016.0,2,88.07,0,0,11.0
-4,18.0,1015.0,2,92.09,0,0,12.0
-4,18.0,1015.0,1,3.13,0,0,7.0
-4,19.0,1014.0,1,4.92,0,0,19.0
-3,20.0,1014.0,0,0.89,0,0,180.0
-2,19.0,1013.0,3,3.13,0,0,69.0
-1,18.0,1014.0,3,4.92,0,0,47.0
-1,17.0,1014.0,3,6.71,0,0,31.0
0,15.0,1014.0,3,8.5,0,0,51.0
0,15.0,1015.0,3,10.29,0,0,32.0
0,13.0,1015.0,3,11.18,0,0,22.0
-2,15.0,1015.0,3,14.31,0,0,27.0
-1,14.0,1014.0,3,16.1,0,0,26.0
2,12.0,1014.0,3,17.89,0,0,34.0
3,10.0,1014.0,3,19.68,0,0,39.0
1,9.0,1014.0,2,3.13,0,0,44.0
2,9.0,1015.0,2,4.92,0,0,56.0
1,11.0,1015.0,2,8.05,0,0,52.0
0,13.0,1015.0,2,11.18,0,0,47.0
-2,15.0,1016.0,2,14.31,0,0,41.0
-3,19.0,1016.0,2,24.14,0,0,54.0
-3,20.0,1016.0,2,35.32,0,0,52.0
-4,21.0,1016.0,2,43.37,0,0,55.0
-4,23.0,1014.0,2,50.52,0,0,53.0
-4,24.0,1014.0,2,56.33,0,0,91.0
-7,24.0,1013.0,2,64.38,0,0,25.0
-6,26.0,1012.0,2,70.19,0,0,15.0
-5,26.0,1011.0,2,73.32,0,0,34.0
-5,26.0,1011.0,0,4.02,0,0,43.0
-5,26.0,1010.0,2,8.05,0,0,16.0
-7,26.0,1010.0,2,13.86,0,0,9.0
-1,22.0,1011.0,3,8.05,0,0,30.0
-1,21.0,1011.0,3,15.2,0,0,51.0
0,20.0,1012.0,3,22.35,0,0,55.0
1,19.0,1013.0,3,27.27,0,0,29.0
1,19.0,1013.0,3,31.29,0,0,56.0
2,18.0,1012.0,3,35.31,0,0,36.0
4,14.0,1013.0,0,0.45,0,0,40.0
4,13.0,1013.0,0,0.9,0,0,55.0
6,11.0,1013.0,3,1.79,0,0,47.0
4,8.0,1012.0,0,0.89,0,0,53.0
5,9.0,1013.0,0,1.78,0,0,58.0
6,11.0,1013.0,1,1.79,0,0,74.0
5,15.0,1013.0,1,3.58,0,0,122.0
6,18.0,1014.0,0,0.89,0,0,115.0
6,21.0,1013.0,0,1.78,0,0,67.0
6,24.0,1012.0,3,3.13,0,0,114.0
5,26.0,1012.0,0,3.13,0,0,69.0
1,30.0,1011.0,3,5.81,0,0,76.0
0,31.0,1010.0,3,12.96,0,0,55.0
-3,31.0,1009.0,3,21.01,0,0,25.0
-4,31.0,1008.0,3,29.95,0,0,24.0
-2,30.0,1008.0,3,39.78,0,0,21.0
-1,29.0,1007.0,3,49.61,0,0,24.0
-1,28.0,1007.0,3,57.66,0,0,31.0
1,26.0,1008.0,3,64.81,0,0,116.0
-1,25.0,1008.0,3,72.86,0,0,118.0
3,23.0,1009.0,3,77.78,0,0,89.0
3,20.0,1010.0,3,82.7,0,0,49.0
3,20.0,1010.0,3,87.62,0,0,83.0
4,19.0,1011.0,3,89.41,0,0,73.0
5,17.0,1011.0,3,91.2,0,0,69.0
5,15.0,1011.0,0,0.89,0,0,66.0
6,13.0,1012.0,3,1.79,0,0,77.0
5,14.0,1012.0,3,3.58,0,0,78.0
7,13.0,1012.0,3,5.37,0,0,81.0
8,14.0,1013.0,3,8.5,0,0,89.0
10,17.0,1013.0,3,10.29,0,0,123.0
11,19.0,1014.0,0,0.89,0,0,149.0
11,21.0,1014.0,3,1.79,0,0,155.0
12,22.0,1014.0,0,0.89,0,0,168.0
12,23.0,1014.0,3,3.13,0,0,200.0
12,24.0,1014.0,3,6.26,0,0,187.0
13,26.0,1013.0,3,9.39,0,0,152.0
11,28.0,1012.0,3,13.41,0,0,123.0
10,28.0,1011.0,3,19.22,0,0,114.0
9,29.0,1011.0,3,25.03,0,0,120.0
9,28.0,1011.0,3,32.18,0,0,109.0
8,27.0,1011.0,3,39.33,0,0,90.0
5,26.0,1011.0,3,45.14,0,0,70.0
5,24.0,1011.0,3,50.06,0,0,61.0
5,23.0,1012.0,3,54.08,0,0,47.0
6,22.0,1013.0,3,58.1,0,0,46.0
7,22.0,1013.0,3,63.02,0,0,41.0
8,20.0,1013.0,3,67.04,0,0,53.0
9,20.0,1013.0,3,71.96,0,0,49.0
10,19.0,1013.0,3,75.98,0,0,58.0
10,18.0,1013.0,3,77.77,0,0,57.0
11,16.0,1014.0,3,79.56,0,0,59.0
11,16.0,1014.0,3,81.35,0,0,63.0
12,17.0,1014.0,3,83.14,0,0,71.0
13,18.0,1014.0,3,86.27,0,0,81.0
13,20.0,1015.0,3,88.06,0,0,86.0
13,22.0,1015.0,3,89.85,0,0,100.0
13,23.0,1015.0,3,92.98,0,0,106.0
13,25.0,1015.0,3,96.11,0,0,109.0
10,27.0,1014.0,3,100.13,0,0,102.0
9,27.0,1013.0,3,105.05,0,0,107.0
8,28.0,1013.0,3,110.86,0,0,77.0
7,27.0,1013.0,3,118.01,0,0,57.0
8,28.0,1013.0,3,125.16,0,0,63.0
7,27.0,1012.0,3,130.97,0,0,50.0
7,25.0,1013.0,3,135.89,0,0,46.0
6,25.0,1013.0,3,141.7,0,0,35.0
7,23.0,1013.0,3,146.62,0,0,67.0
9,22.0,1014.0,3,149.75,0,0,53.0
10,23.0,1015.0,3,153.77,0,0,59.0
10,22.0,1015.0,3,158.69,0,0,53.0
10,21.0,1014.0,3,163.61,0,0,78.0
10,20.0,1014.0,3,166.74,0,0,46.0
11,19.0,1014.0,3,169.87,0,0,45.0
11,18.0,1014.0,3,171.66,0,0,51.0
11,18.0,1014.0,3,174.79,0,0,58.0
12,17.0,1014.0,3,177.92,0,0,58.0
12,17.0,1014.0,3,181.05,0,0,56.0
12,20.0,1014.0,3,185.07,0,0,66.0
12,22.0,1014.0,3,188.2,0,0,72.0
12,24.0,1014.0,3,193.12,0,0,80.0
12,25.0,1014.0,3,198.04,0,0,79.0
10,27.0,1014.0,3,203.85,0,0,69.0
9,28.0,1014.0,3,211.9,0,0,73.0
8,29.0,1013.0,3,219.95,0,0,66.0
8,29.0,1012.0,3,227.1,0,0,62.0
9,29.0,1012.0,3,235.15,0,0,66.0
8,28.0,1011.0,3,243.2,0,0,61.0
6,27.0,1010.0,3,251.25,0,0,55.0
7,27.0,1010.0,3,259.3,0,0,55.0
8,23.0,1012.0,3,266.9,0,0,47.0
10,22.0,1013.0,0,0.89,0,0,48.0
10,21.0,1013.0,3,1.79,0,0,62.0
12,20.0,1014.0,3,4.92,0,0,57.0
12,20.0,1014.0,3,8.05,0,0,88.0
11,19.0,1013.0,3,11.18,0,0,96.0
10,19.0,1013.0,3,12.97,0,0,97.0
10,18.0,1013.0,3,14.76,0,0,95.0
10,19.0,1012.0,3,17.89,0,0,100.0
10,18.0,1013.0,3,19.68,0,0,100.0
11,18.0,1013.0,3,22.81,0,0,112.0
11,20.0,1013.0,3,26.83,0,0,115.0
13,19.0,1013.0,3,30.85,0,1,116.0
13,24.0,1013.0,3,33.98,0,0,116.0
12,25.0,1013.0,3,38.0,0,0,110.0
14,28.0,1009.0,3,15.19,0,0,97.0
14,29.0,1008.0,3,19.21,0,0,82.0
13,28.0,1008.0,3,24.13,0,0,73.0
15,26.0,1009.0,3,28.15,0,0,96.0
15,25.0,1009.0,3,32.17,0,0,107.0
16,24.0,1010.0,3,36.19,0,0,122.0
16,23.0,1010.0,3,37.98,0,0,137.0
16,21.0,1010.0,3,39.77,0,0,132.0
17,20.0,1010.0,3,41.56,0,0,153.0
17,20.0,1009.0,3,44.69,0,0,160.0
17,19.0,1009.0,3,46.48,0,0,177.0
16,19.0,1009.0,3,48.27,0,0,190.0
16,18.0,1009.0,0,0.89,0,0,186.0
16,18.0,1010.0,3,0.89,0,0,195.0
17,19.0,1010.0,0,0.89,0,0,153.0
17,20.0,1010.0,3,1.79,0,0,184.0
18,22.0,1011.0,3,4.92,0,0,171.0
18,24.0,1011.0,3,6.71,0,0,154.0
17,26.0,1010.0,3,9.84,0,0,253.0
16,28.0,1010.0,3,12.97,0,0,140.0
14,30.0,1010.0,3,16.1,0,0,113.0
12,32.0,1008.0,3,21.02,0,0,122.0
12,33.0,1008.0,3,26.83,0,0,119.0
12,33.0,1007.0,3,34.88,0,0,124.0
12,32.0,1006.0,3,40.69,0,0,105.0
14,31.0,1005.0,3,46.5,0,0,106.0
16,31.0,1006.0,3,52.31,0,0,104.0
16,29.0,1006.0,3,58.12,0,0,112.0
17,27.0,1007.0,3,59.91,0,0,109.0
17,27.0,1008.0,3,63.04,0,0,110.0
17,28.0,1009.0,3,66.17,0,0,100.0
18,27.0,1008.0,3,71.09,0,0,100.0
18,26.0,1008.0,3,74.22,0,0,99.0
18,24.0,1008.0,3,76.01,0,0,101.0
18,23.0,1008.0,3,79.14,0,0,100.0
18,22.0,1008.0,0,0.89,0,0,99.0
18,21.0,1008.0,3,1.79,0,0,97.0
18,21.0,1008.0,3,3.58,0,0,100.0
18,22.0,1009.0,3,5.37,0,0,95.0
18,22.0,1009.0,3,6.26,0,0,90.0
18,23.0,1009.0,3,9.39,0,0,99.0
17,24.0,1009.0,3,11.18,0,0,105.0
17,26.0,1009.0,0,1.79,0,0,112.0
18,26.0,1008.0,0,3.58,0,0,109.0
17,27.0,1008.0,3,1.79,0,0,116.0
18,27.0,1008.0,3,4.92,0,0,118.0
18,28.0,1007.0,3,8.05,0,0,112.0
18,27.0,1006.0,3,11.18,0,0,104.0
18,27.0,1006.0,0,0.89,0,0,112.0
18,28.0,1005.0,3,1.79,0,0,117.0
18,28.0,1006.0,0,1.79,0,0,139.0
18,26.0,1006.0,1,4.02,0,0,146.0
18,25.0,1006.0,1,4.91,0,0,150.0
16,26.0,1006.0,2,3.13,0,0,114.0
14,25.0,1006.0,2,6.26,0,0,61.0
15,23.0,1005.0,1,3.13,0,0,92.0
15,23.0,1005.0,2,1.79,0,0,96.0
15,23.0,1005.0,2,3.58,0,0,107.0
15,21.0,1005.0,2,6.71,0,0,82.0
15,21.0,1005.0,2,8.5,0,0,71.0
15,19.0,1004.0,1,1.79,0,0,58.0
15,19.0,1004.0,2,0.89,0,0,55.0
16,19.0,1004.0,2,4.02,0,0,62.0
16,22.0,1004.0,2,4.91,0,0,56.0
16,23.0,1004.0,2,8.04,0,0,52.0
15,26.0,1004.0,2,9.83,0,0,99.0
15,28.0,1004.0,0,1.79,0,0,65.0
14,29.0,1003.0,2,1.79,0,0,72.0
14,30.0,1002.0,0,1.79,0,0,85.0
14,33.0,1001.0,3,4.02,0,0,85.0
10,28.0,1000.0,3,7.15,0,0,44.0
4,32.0,1000.0,2,3.13,0,0,67.0
7,31.0,1000.0,3,4.92,0,0,26.0
8,29.0,999.0,3,8.94,0,0,26.0
9,27.0,999.0,3,12.96,0,0,28.0
11,26.0,1001.0,3,16.98,0,0,39.0
10,23.0,1002.0,0,1.79,0,0,49.0
11,20.0,1002.0,0,2.68,0,0,15.0
3,25.0,1003.0,2,4.02,0,0,12.0
3,21.0,1003.0,2,8.04,0,0,18.0
5,21.0,1002.0,0,0.89,0,0,29.0
4,22.0,1002.0,2,3.13,0,0,13.0
5,22.0,1002.0,2,7.15,0,0,14.0
6,22.0,1001.0,2,11.17,0,0,15.0
6,23.0,1001.0,2,19.22,0,0,17.0
7,22.0,1001.0,2,27.27,0,0,10.0
7,23.0,1002.0,2,35.32,0,0,10.0
7,23.0,1002.0,2,43.37,0,0,9.0
8,23.0,1002.0,2,52.31,0,0,9.0
9,26.0,1002.0,2,59.46,0,0,9.0
9,27.0,1002.0,2,66.61,0,0,8.0
9,27.0,1002.0,2,73.76,0,0,8.0
9,28.0,1001.0,2,79.57,0,0,9.0
9,28.0,1001.0,2,85.38,0,0,11.0
13,25.0,1001.0,2,94.32,0,0,13.0
12,25.0,1002.0,2,99.24,0,0,14.0
11,25.0,1002.0,2,110.42,0,1,12.0
11,24.0,1003.0,2,120.25,0,0,16.0
11,24.0,1003.0,2,129.19,0,0,10.0
9,24.0,1003.0,2,137.24,0,0,24.0
9,23.0,1004.0,2,147.08,0,0,14.0
